"id1","id2","hhno","nr_sid","s2b_3","s2b_4","s2b_5","s2b_6","s2b_7","s2b_8","s2b_9","s2b_10","s2b_11","s2b_12","s2b_13","s2b_14","s2b_15","s2b_16","s2b_17","s2b_18","s2b_19","s2b_20"
1,1,101003004,1,1,1969,20,29,14,2,2007,4,3,,250,1,,1,,12,15,
1,1,101003005,1,1,1944,19,23,16,1,2006,6,310,,3,1,,1,,11,6,
1,1,101003050,1,1,1989,17,,16,2,2008,4,4,,30,1,,1,,12,6,
1,1,101008004,1,1,1976,25,31,14,3,888,5,150,,250,1,,1,,12,1,
1,1,101008021,1,1,1969,,35,18,12,888,6,52,,104,1,,3,1,12,15,
1,1,101008047,1,1,1962,32,32,16,3,2009,5,20,,4,1,,1,,13,23,
1,1,101008053,1,1,1959,,47,30,3,2009,5,48,,0,1,,1,,12,1,
1,2,101005001,1,1,,,39,16,9,2009,7,5,,90,1,,1,,,,7
1,2,101006002,1,1,,18,23,16,1,,4,12,,24,1,,1,,13,5,
1,2,101006036,1,1,1945,,,14,1,2000,9,1,,1,1,,1,,12,82,
1,2,101007011,1,1,1975,19,22,16,1,2009,6,4,2009,15,1,,1,,12,5,
1,2,101007025,1,1,,,,18,3,2008,8,0,,52,1,,1,,12,11,
1,2,101007028,1,1,1974,4,29,8,1,2009,4,2,,7,1,,1,,13,4,
1,2,101026010,1,1,1976,22,23,7,6,888,1,260,,25,1,,1,,13,2,
1,2,101026024,1,1,1974,18,33,7,2,2008,6,2,,0,1,,1,,13,17,
1,2,101028009,1,1,1983,14,25,8,3,888,6,310,,,1,,1,,11,2,
1,2,101028015,1,1,1962,15,43,61,1,2009,6,348,,,1,,1,,11,2,
1,2,101028031,2,1,1979,12,22,92,1,2008,9,1,,5,1,,1,,,,6
1,2,101028031,1,1,1978,14,17,92,1,2009,9,6,,,1,,1,,,,6
1,5,101004010,1,1,1944,,41,30,1,2004,6,1,,3,1,,1,,12,6,
1,5,101004017,1,1,1962,24,44,30,10,2009,5,5,,300,1,,1,,13,6,
1,6,101001003,1,1,1989,20,20,7,2,2007,5,3,,120,1,,1,,13,6,
1,6,101002002,1,1,1954,25,25,7,1,2006,6,2,,,1,,1,,11,6,
1,8,101013006,1,1,1972,26,36,3,1,2009,6,1,,0,1,,1,,12,1,
1,8,101013008,1,1,1950,,50,21,3,2010,6,52,,0,1,,1,,11,8,
1,8,101013032,1,1,1942,20,21,18,1,888,6,52,,0,1,,6,1,11,8,
1,8,101014118,1,1,1984,25,25,4,3,2009,19,1,2009,300,1,,1,,13,20,
1,8,101015034,1,1,1956,,35,18,1,2008,6,24,,,1,,1,,12,8,
1,8,101015188,1,1,1975,,33,18,3,888,4,50,,300,1,,1,,9,13,
1,8,101016051,1,1,1979,23,25,,3,2009,5,200,,300,1,,1,,13,83,
1,8,101016137,1,1,1984,,23,18,12,2008,5,58,,366,1,,1,,13,8,
1,8,101016145,1,1,1990,19,,18,2,2009,19,3,,96,1,,1,,12,33,
1,10,101017011,1,1,1960,,49,14,3,2009,,289,,,1,,1,,11,10,
1,10,101017019,1,1,1948,16,59,18,1,2009,6,248,,3,1,,4,2,12,10,
1,10,101017020,1,1,1981,,22,51,1,2009,6,265,,10,1,,1,,11,10,
1,10,101018033,1,2,,,,14,6,888,5,300,,150,1,,1,,13,10,
1,10,101018058,1,1,1947,15,40,18,3,888,6,300,,,1,,1,,13,10,
1,10,101019003,1,1,1971,20,25,8,2,2008,4,360,,5,1,,1,,11,10,
1,10,101019005,1,1,1965,,27,16,3,2004,1,35,,50,1,,1,,13,6,
1,10,101020002,1,1,1980,,29,14,3,888,1,8,,360,1,,1,,13,8,
1,10,101020014,1,1,1932,,21,14,3,2009,4,3,,15,1,,1,,11,10,
1,10,101020027,1,1,1945,,28,18,3,2002,6,4,,10,1,,1,,13,10,
1,10,101020035,1,1,1967,,23,45,1,2004,4,10,,22,1,,1,,11,8,
1,10,101021001,1,1,,25,,8,3,2009,6,360,,0,1,,1,,11,10,
1,10,101021034,1,1,1986,20,22,16,3,2009,5,200,,10,1,,1,,11,10,
1,10,101021063,1,1,1984,20,23,4,3,888,5,15,,55,1,,1,,13,10,
1,10,101021068,1,1,1949,18,30,14,3,1994,8,0,2004,50,1,,1,,12,10,
1,10,101027011,1,1,1970,22,24,14,3,2009,5,1,,10,1,,1,,6,148,
1,11,101031001,1,1,1953,,,,10,,1,0,,0,1,,1,,13,,
1,11,101031001,2,3,1978,,,,6,2002,13,4,2008,2,1,,1,,13,,
1,11,101031015,1,1,,,,8,1,,10,0,,0,1,,1,,,,
1,11,101031017,1,1,,,,61,1,2002,6,0,,,1,,1,,,,
1,11,101031021,1,1,1973,,,,10,2003,5,1,2003,0,1,,1,,1,102,
1,11,101031030,1,1,1958,19,19,17,8,2004,1,,,0,1,,1,,,,
1,11,101031038,1,1,1952,,,,3,1999,7,1,,10,1,,1,,5,35,
1,12,101029023,1,2,1950,19,30,17,3,2009,6,342,,20,1,,1,,11,13,
1,12,101029037,1,1,1975,16,20,17,3,1999,4,24,,28,1,,1,,12,124,
1,12,101029040,1,1,1954,18,32,17,3,2003,5,355,,,1,,1,,11,12,
1,12,101030030,1,1,1964,18,18,8,1,2005,4,,2007,,1,,1,,1,102,
1,12,101030063,1,1,1979,10,19,8,2,1998,4,4,,55,1,,1,,1,102,
1,13,101009206,1,1,1982,25,25,6,10,2009,3,,2009,52,1,,1,,,,21
1,13,101009222,1,1,1965,,44,14,10,888,1,24,,10,1,,1,,9,13,
1,13,101010089,1,1,1975,27,27,16,3,2008,4,2,,365,1,,1,,5,36,
1,13,101010132,1,1,1963,34,37,30,3,2004,5,24,,97,1,,1,,12,1,
1,13,101010176,1,1,1978,20,27,8,6,2009,5,300,,200,1,,1,,9,13,
1,13,101011031,1,1,1964,28,32,16,10,2008,1,20,,70,1,,1,,9,13,
1,13,101011085,1,1,1962,24,26,4,3,2010,5,120,,120,1,,1,,9,13,
1,13,101011172,1,1,1969,24,40,17,10,2009,4,10,,360,1,,1,,12,23,
1,13,101012014,1,1,1977,,30,14,10,2010,2,52,,52,1,,1,,9,13,
1,13,101012022,1,1,1976,28,29,14,10,2008,5,1,,52,1,,1,,,,22
1,13,101012038,2,2,1973,,33,14,10,2009,3,21,,52,1,,1,,9,13,
1,13,101012038,1,1,1953,,30,14,10,2009,2,26,,52,1,,1,,3,26,
1,13,101012050,1,1,1984,22,24,4,8,2010,5,52,,52,1,,1,,3,26,
1,13,101012055,1,3,1981,888,,14,10,888,2,52,,52,1,,1,,9,13,
1,16,101023013,1,1,,,31,30,3,1998,6,0,2008,5,1,,1,,12,16,
1,16,101023018,1,1,,22,22,30,1,2005,6,300,2010,0,1,,1,,12,16,
1,16,101023028,1,1,1964,16,22,18,3,1987,6,121,,10,1,,1,,12,16,
1,17,101022033,1,1,1974,22,28,14,3,2006,5,3,,10,1,,1,,13,10,
1,17,101022035,1,1,1959,24,,18,3,2005,6,70,,80,1,,1,,13,17,
1,17,101024016,1,1,1970,17,17,10,3,2008,5,3,,300,1,,1,,13,132,
1,17,101024020,1,1,1984,888,25,17,3,888,5,10,,40,1,,1,,12,17,
1,17,101024023,1,1,1973,18,19,10,1,2008,4,250,,150,1,,1,,13,4,
1,17,101024042,1,1,1975,19,18,8,2,2005,6,150,,170,1,,1,,12,32,
1,17,101024050,1,1,1961,18,18,30,1,2003,4,5,,0,1,,1,,13,29,
2,2,102032018,1,1,,,,63,3,2003,7,40,,60,1,,1,,3,26,
2,2,102032066,1,1,1976,22,22,14,3,2004,4,2,,20,1,,1,,3,26,
2,2,102033034,1,1,1988,888,,14,3,,5,15,,,1,,1,,3,26,
2,2,102033037,1,1,1970,28,,30,10,2005,1,50,,300,1,,1,,5,35,
2,2,102034041,1,1,1984,21,22,14,3,2009,4,2,,59,1,,1,,13,30,
2,2,102034066,1,2,1973,,23,14,3,2009,5,3,,52,1,,1,,3,26,
2,2,102034164,1,1,1940,60,50,14,5,2000,1,11,,,1,,1,,3,26,
2,2,102035004,1,1,,23,23,3,4,2009,4,0,,144,1,,1,2,3,26,
2,2,102035027,1,1,1975,26,26,14,10,888,1,250,,0,1,,1,,3,26,
2,3,102036004,1,1,1961,,20,14,1,888,6,52,,24,1,,1,,13,18,
2,3,102036005,1,1,1974,28,30,14,6,888,5,26,,3,1,,1,,13,18,
2,3,102036009,1,1,1939,25,35,14,1,888,6,52,,,1,,1,,13,18,
2,3,102036011,1,1,1969,,13,14,1,888,7,52,,26,1,,1,,13,18,
2,3,102036011,2,1,1965,,30,30,1,888,6,1,,19,1,,1,,13,73,
2,3,102036012,1,1,1969,20,20,14,1,888,6,26,,17,1,,1,,13,18,
2,3,102036017,1,1,1949,,28,14,1,888,6,52,,,1,,6,2,13,18,
2,5,102051002,1,1,1953,,,8,12,2007,6,365,,,1,,1,,11,19,
2,5,102051009,1,1,1979,20,28,14,3,2009,1,10,,200,1,,1,,5,35,
2,5,102051020,1,1,1957,,26,,12,2005,1,36,,700,1,,1,,5,35,
2,5,102051053,1,1,1957,,43,1,6,888,3,2,,10,1,,1,,13,43,
2,5,102051058,1,1,1947,27,25,62,6,2004,5,,2004,20,1,,1,,13,,
2,5,102051064,1,1,,,22,92,1,1970,4,,,,1,,1,,,,1
2,6,102045018,1,1,1981,23,23,43,1,888,6,350,,200,1,,1,,11,27,
2,6,102045026,1,1,1975,18,19,43,1,888,6,341,,20,1,,1,,11,27,
2,6,102045039,1,1,1969,,25,43,1,888,4,16,,50,1,,1,,11,27,
2,6,102045047,1,1,1960,2,46,43,5,888,7,20,,300,1,,1,,9,13,
2,6,102045056,1,1,1970,20,23,43,3,888,5,230,,100,1,,1,,11,27,
2,6,102045059,1,1,1972,19,26,43,2,1997,4,10,,300,1,,1,,11,27,
2,6,102045060,1,1,1983,18,24,14,3,2009,4,30,,150,1,,1,,12,27,
2,6,102045091,1,1,1950,22,22,43,1,888,4,40,,48,1,,1,,11,27,
2,7,102050013,1,1,1971,16,30,14,1,888,4,0,,300,1,,1,,11,20,
2,7,102050014,1,1,1977,20,25,14,3,2008,5,5,,0,1,,1,,13,20,
2,8,102052009,1,1,1970,27,29,14,3,2001,6,365,,15,5,1,1,,11,22,
2,8,102052024,1,1,1986,21,22,14,3,888,1,14,,26,1,,1,,1,94,
2,8,102052056,1,1,1975,20,32,8,6,2009,7,25,,900,1,,1,,5,43,
2,9,102054004,1,1,1969,20,26,14,3,2005,5,6,,20,1,,1,,,,2
2,9,102054020,1,1,1982,17,26,14,6,2007,5,365,,365,1,,1,,13,21,
2,9,102054032,1,1,1944,20,,14,8,2007,5,3,,4,1,1,1,,11,21,
2,9,102054041,1,1,1965,28,28,14,4,2009,5,20,,20,1,,1,,11,21,
2,9,102055017,1,1,,,,14,1,888,6,3,,,1,,1,,11,21,
2,9,102055063,1,1,,,,14,1,888,6,,,,1,,1,,13,21,
2,9,102055064,1,1,,,,14,3,,6,50,,,1,,1,,11,21,
2,19,102049019,1,1,1962,,30,14,3,888,1,4,,50,1,,1,,5,35,
2,19,102049080,1,1,1961,25,29,30,9,1996,1,12,,300,1,,1,,9,13,
2,19,102049110,1,1,1963,,20,1,3,2009,4,3,,,1,,1,,13,19,
2,20,102048015,1,1,1983,15,23,30,3,2009,1,30,,750,1,,1,,5,35,
2,20,102048051,1,1,1975,20,29,14,3,2005,6,360,,3,1,,1,,11,20,
2,20,102048055,1,1,1945,18,37,14,3,2008,4,300,,0,1,,1,,11,20,
2,20,102048068,1,1,1952,,48,43,1,2008,6,0,2008,4,1,,1,,12,20,
2,20,102048078,1,1,1976,25,26,14,6,2008,5,6,,300,1,,1,,6,13,
2,22,102053074,1,1,1983,,22,14,1,888,6,120,,30,1,,1,,11,22,
2,22,102053079,1,1,1976,,,4,3,2009,4,20,,35,1,,1,,12,22,
2,22,102053089,1,1,1967,22,22,14,3,2009,7,20,,130,1,,1,,12,22,
2,23,102056016,1,1,1949,,30,8,3,1999,1,,,,1,,1,,1,102,
2,23,102056027,1,1,1972,12,24,14,3,2007,5,5,,20,1,,1,,1,102,
2,23,102056035,1,1,1976,18,20,14,3,2004,5,4,,50,1,,1,,13,21,
2,23,102056043,1,1,1982,18,18,8,3,2006,6,50,,20,1,,1,,12,23,
2,23,102056051,1,1,1968,15,41,9,1,2009,6,7,,,1,,1,,13,23,
2,23,102056072,1,1,1950,,20,14,1,2005,4,,,,1,,1,,13,28,
2,23,102057043,1,1,1954,,18,14,1,2000,4,100,,200,1,,1,,11,23,
2,23,102058002,1,1,,,,6,3,2009,4,1,,,1,,1,,1,102,
2,23,102058050,1,1,,,,14,1,,6,24,,,1,,1,,12,26,
2,23,102058123,1,1,,,,14,1,888,6,365,,,1,,1,,11,23,
2,25,102047024,1,1,1984,,23,14,1,2007,6,,2007,,1,,1,,,,
2,25,102047042,1,1,,,,14,1,2008,4,,,8,1,,1,,13,25,
2,25,102047066,1,1,1978,,24,4,3,2008,6,12,,,1,,1,,11,25,
2,25,102047076,1,1,,,,43,1,2002,6,,2008,,1,,1,,12,105,
2,27,102046012,1,1,1975,,28,14,2,2009,6,1,,5,1,,1,,,,7
2,27,102046029,1,1,1960,18,20,14,1,2006,4,40,2009,100,1,,1,,13,31,
2,27,102046035,1,1,1970,20,24,14,1,2009,4,6,2009,200,1,,1,,3,26,
2,27,102046037,1,1,1981,20,21,14,1,2008,4,200,,400,1,,1,,11,27,
2,27,102046054,1,1,1955,20,23,14,3,2009,6,10,,,1,,1,,,27,
2,27,102046074,1,1,,,,30,1,2000,6,10,,,1,,1,,12,125,
2,27,102046081,1,1,1983,20,24,43,3,2007,6,,2007,,1,,1,,,,
2,27,102046099,1,1,1970,,37,14,1,888,4,100,,,1,,1,,11,27,
2,27,102046100,1,1,1981,,17,14,1,2008,4,20,2010,150,1,,1,,11,27,
2,27,102046115,1,1,1949,,35,30,2,2009,6,20,,4,1,,1,,13,52,
2,27,102046119,1,1,1978,20,31,30,1,2009,4,1,,,1,,1,,11,27,
2,29,102041002,1,1,1950,17,25,14,3,1999,3,24,,365,1,,1,,13,29,
2,29,102041019,1,1,1990,888,19,14,3,888,,120,,365,1,,1,,12,29,
2,29,102041021,1,1,1970,,20,30,1,2000,6,4,,0,1,,1,,12,23,
2,29,102041060,1,1,,,,14,6,2009,6,12,,12,1,,1,,13,43,
2,29,102042003,1,1,1976,20,22,14,1,2008,4,150,,250,1,,1,,11,29,
2,29,102042020,1,1,1960,24,25,14,2,888,5,360,,360,1,,1,,11,29,
2,29,102042023,1,1,1974,18,23,14,3,1999,5,12,,90,1,,1,,5,35,
2,29,102042025,1,1,1971,2,36,14,1,2009,5,50,,200,1,,1,,11,29,
2,29,102042026,2,1,1979,20,28,14,2,888,4,35,,150,1,,1,,11,29,
2,29,102042026,1,1,1982,18,24,9,2,888,4,30,,100,1,,1,,11,29,
2,29,102042028,1,1,1935,28,28,14,1,1980,6,50,,100,1,,1,,11,29,
2,29,102043002,1,1,,,,14,1,2006,6,2,,0,1,,1,,13,1,
2,29,102043007,1,1,,,55,17,3,2007,1,1,,200,1,,1,,13,12,
2,29,102043066,1,1,,,,14,3,1990,6,3,,2,1,,1,,12,23,
2,29,102043102,1,1,,,,14,1,2008,5,0,2008,0,1,,1,,11,29,
2,29,102043102,2,1,,,,14,1,2008,5,2,2009,1,1,,1,,11,29,
2,29,102043120,1,1,1960,,25,14,1,2007,4,10,,0,1,,1,,11,29,
2,29,102044020,1,1,,,,14,1,888,6,365,,,1,,1,,11,29,
2,29,102044039,1,1,1979,888,31,14,3,888,4,13,,36,1,,1,,13,19,
2,29,102044053,1,1,,,,14,1,888,5,365,,,1,,1,,11,29,
2,29,102044079,1,1,1976,29,29,4,3,2007,5,2,,,1,,1,,9,13,
2,29,102044113,1,1,,,,14,8,888,5,2,,,1,,1,,11,29,
2,29,102060001,1,1,1984,,18,14,1,888,6,300,,300,1,,1,,11,29,
2,29,102060010,1,1,1984,,23,14,6,888,1,14,2009,50,1,,1,,11,29,
2,29,102060080,1,1,1949,,41,14,1,888,6,18,,,1,,1,,11,29,
2,31,102038014,1,1,1982,19,19,14,3,2009,5,7,2010,104,1,,1,,13,43,
2,31,102038019,1,1,1974,20,20,14,1,888,6,30,,300,1,,1,,12,31,
2,31,102038031,1,1,1960,,23,14,3,2009,6,100,,,1,,1,,12,31,
2,31,102038033,1,1,1975,26,31,14,3,888,6,192,,96,1,,1,,12,31,
2,31,102038038,1,1,1947,,28,14,1,2005,5,,2005,,1,,1,,3,26,
2,31,102038042,1,1,1972,,36,14,1,2010,6,52,,,1,,1,,12,31,
2,31,102038065,1,1,1963,,33,14,3,2007,5,3,,50,1,,1,,5,35,
2,31,102039022,1,1,1979,21,22,14,8,2009,1,4,2009,52,1,,1,,13,21,
2,31,102039062,1,1,1977,22,22,14,1,2006,6,0,2006,0,1,,1,,13,18,
2,31,102039063,1,2,1952,21,29,14,1,2009,6,3,,5,1,,1,,12,30,
2,31,102040036,1,1,1982,22,22,14,3,2009,5,24,,300,1,,1,,13,31,
2,31,102040044,1,1,1944,,45,14,1,2009,6,120,,,1,,1,,12,31,
3,1,103061029,1,1,1979,,28,4,6,2008,5,24,,10,1,,1,,13,35,
3,1,103061045,1,1,50,46,37,90,3,2006,5,1,,12,1,,1,,12,,
3,1,103061047,1,1,1967,20,39,10,6,888,5,20,,25,1,,1,,,,21
3,1,103061055,1,1,1960,26,26,30,3,2008,9,20,,1,,,1,,13,,
3,1,103061064,1,1,1971,21,21,14,3,2009,4,204,,151,1,,1,,5,35,
3,1,103061145,1,1,44,19,20,22,2,1991,4,12,,5,1,,1,,13,35,
3,1,103062051,1,1,1972,,32,22,12,2003,12,,,151,1,,1,,,,22
3,1,103062069,1,1,1982,21,23,8,3,2009,5,18,,200,1,,1,,5,35,
3,1,103062096,1,1,1965,,,22,4,888,4,37,,58,1,,1,,5,,
3,1,103063027,1,1,1969,,36,8,,888,2,200,,100,1,,1,,13,35,
3,1,103063053,1,1,1972,,24,14,1,2007,4,100,,150,1,,1,,13,35,
3,1,103063086,1,1,1983,23,26,30,8,2010,1,15,,250,1,,1,,12,50,
3,1,103063101,1,1,1969,,40,65,12,888,2,80,,150,1,,1,,13,,
3,1,103063108,1,1,1974,,22,14,3,888,4,,2008,70,1,,1,,13,,
3,1,103064002,1,1,1958,42,32,22,6,1999,3,,2000,85,5,2,1,,,,21
3,1,103064006,1,1,1971,16,19,22,2,1995,4,192,,79,1,,1,,11,,
3,1,103064006,2,1,1976,888,30,22,2,2007,4,261,,98,1,,1,,5,35,
3,1,103064009,1,1,1949,,38,15,10,6,2,3,,5,1,,1,,5,35,
3,1,103064027,1,1,,,,,3,888,4,,,2,1,,1,,10,48,
3,1,103064039,1,1,1957,,30,22,4,888,12,,2007,15,1,,1,,,,22
3,1,103065012,1,1,1959,,25,22,10,888,1,,2009,150,1,,1,,,,21
3,1,103065017,1,1,1969,,32,8,1,2003,4,15,,10,1,,1,,12,102,
3,1,103065047,1,1,,,39,15,3,888,4,15,,,1,,1,,11,35,
3,1,103065047,2,1,,,40,22,1,888,4,10,,,1,,1,,11,35,
3,1,103065050,1,1,1986,23,22,22,3,2009,4,1,,,1,,1,,12,44,
3,1,103066040,1,1,1945,,25,22,6,2004,5,20,,30,1,,1,,12,80,
3,1,103066108,2,1,1974,,26,6,,888,1,,2008,5,1,,1,,13,35,
3,1,103066108,1,1,1976,,29,6,,2009,4,18,,20,1,,1,,13,35,
3,1,103066142,1,1,1964,,29,22,5,,1,38,,53,1,,3,1,5,35,
3,1,103067001,1,1,1948,,26,21,8,2007,5,10,,60,1,,1,,13,39,
3,1,103067022,1,1,1975,20,27,14,9,2008,5,8,,200,1,,1,,5,35,
3,1,103067037,1,1,1961,,36,30,5,2007,5,,,120,1,,1,,,,22
3,1,103067049,1,1,1940,,39,30,2,2008,5,3,,40,1,,1,,5,35,
3,1,103067058,1,1,1953,,50,22,5,888,3,40,,200,1,,1,,5,35,
3,1,103067068,1,1,1951,45,56,22,3,2009,5,20,,2,1,,1,,5,35,
3,1,103068034,1,1,52,,31,21,9,2002,7,2,,60,1,,1,,,,21
3,1,103068042,1,1,1970,30,19,30,3,2000,5,,2009,15,1,,1,,5,35,
3,1,103068152,1,1,1964,,24,4,3,2009,7,207,,108,1,,1,,5,35,
3,1,103069031,1,1,1949,,35,22,6,2003,3,,2003,40,1,,1,,,,21
3,1,103069050,1,1,1972,,18,14,2,2005,4,20,,90,1,,1,,12,26,
3,1,103070001,1,1,1970,21,21,22,2,888,4,,,100,1,,1,,12,41,
3,1,103070002,1,1,1964,,35,22,1,2009,4,100,,20,1,,1,,13,35,
3,1,103070010,1,1,1986,888,24,22,6,888,7,,,250,1,,1,,13,35,
3,1,103070019,1,1,1967,18,18,22,2,2008,4,3,,10,1,,1,,13,35,
3,1,103070036,1,1,1958,38,38,22,9,2000,5,,2008,,1,,1,,13,44,
3,1,103072019,1,1,1950,21,21,22,1,1973,4,3,,,1,,1,,13,35,
3,1,103072019,2,1,1965,24,39,22,3,2010,5,365,,316,1,,1,,13,35,
3,1,103072020,1,1,1970,23,24,22,2,2009,4,2,,235,1,,1,,5,35,
3,1,103072046,1,1,1970,27,19,21,1,,4,,,,1,,1,,5,35,
3,1,103072061,1,1,1978,24,20,22,1,1986,4,,2008,15,1,,1,,5,35,
3,1,103073006,1,1,1974,30,30,8,3,888,4,14,,150,1,,1,,,,21
3,1,103073024,1,1,1991,888,19,22,3,2009,5,280,,200,1,,1,,5,35,
3,1,103073052,1,1,1991,888,19,22,1,2009,4,100,,50,1,,1,,5,35,
3,1,103073070,1,1,1983,18,18,63,3,2007,9,50,,300,1,,1,,5,35,
3,1,103074015,1,1,1978,16,26,21,,888,1,52,,105,1,,1,,13,81,
3,1,103074031,1,1,1958,,25,22,3,2008,1,166,,0,1,,1,,5,35,
3,1,103074033,1,1,,19,18,22,4,888,4,0,1978,,1,,1,,5,35,
3,1,103074033,2,1,,31,23,22,3,2009,9,12,,75,1,,1,,5,35,
3,1,103074036,1,1,1967,,20,22,8,2009,4,4,,70,1,,1,,5,35,
3,1,103075022,1,1,,,33,14,6,888,4,96,,200,1,,1,,5,,
3,1,103075033,1,1,,11,18,22,3,888,5,50,,200,1,,1,,5,,
3,1,103075034,1,1,,,,22,12,888,4,52,,300,1,,1,,5,,
3,1,103075037,1,1,,,,22,2,,5,200,,150,1,,1,,5,53,
3,1,103075049,1,1,1978,888,18,22,2,2009,4,144,,100,1,,1,,5,35,
