"id1","id2","id3","id4","s4avi_a202","hhno"
1,1,3,5,2,101003005
1,1,3,40,2,101003040
1,1,3,43,2,101003043
1,1,3,46,2,101003046
1,1,8,4,2,101008004
1,1,8,14,2,101008014
1,1,8,17,2,101008017
1,1,8,19,2,101008019
1,1,8,21,2,101008021
1,1,8,22,1,101008022
1,1,8,29,2,101008029
1,1,8,35,2,101008035
1,1,8,44,2,101008044
1,1,8,47,2,101008047
1,1,8,53,2,101008053
1,1,8,67,2,101008067
1,1,8,74,1,101008074
1,1,8,78,2,101008078
1,2,5,13,2,101005013
1,2,5,33,2,101005033
1,2,5,36,2,101005036
1,2,5,41,2,101005041
1,2,5,52,2,101005052
1,2,6,1,2,101006001
1,2,6,11,2,101006011
1,2,6,15,2,101006015
1,2,6,23,2,101006023
1,2,6,29,2,101006029
1,2,6,36,2,101006036
1,2,6,42,2,101006042
1,2,7,10,2,101007010
1,2,7,11,2,101007011
1,2,7,14,2,101007014
1,2,7,19,2,101007019
1,2,7,25,2,101007025
1,2,7,26,2,101007026
1,2,7,28,2,101007028
1,2,7,33,2,101007033
1,2,7,36,2,101007036
1,2,7,68,2,101007068
1,2,7,82,2,101007082
1,2,25,2,1,101025002
1,2,25,3,1,101025003
1,2,25,6,1,101025006
1,2,25,12,1,101025012
1,2,25,13,1,101025013
1,2,25,33,1,101025033
1,2,25,37,1,101025037
1,2,25,43,1,101025043
1,2,25,44,1,101025044
1,2,25,50,1,101025050
1,2,25,51,1,101025051
1,2,25,54,1,101025054
1,2,25,97,1,101025097
1,2,25,100,1,101025100
1,2,25,101,1,101025101
1,2,26,4,1,101026004
1,2,26,6,2,101026006
1,2,26,8,1,101026008
1,2,26,10,2,101026010
1,2,26,17,1,101026017
1,2,26,19,1,101026019
1,2,26,23,1,101026023
1,2,26,24,2,101026024
1,2,26,26,1,101026026
1,2,26,29,2,101026029
1,2,26,30,2,101026030
1,2,26,40,1,101026040
1,2,26,42,1,101026042
1,2,26,43,1,101026043
1,2,28,8,2,101028008
1,2,28,9,2,101028009
1,2,28,10,1,101028010
1,2,28,15,1,101028015
1,2,28,21,2,101028021
1,2,28,26,2,101028026
1,2,28,28,2,101028028
1,2,28,32,1,101028032
1,2,28,34,2,101028034
1,2,28,35,2,101028035
1,2,28,41,1,101028041
1,2,28,44,2,101028044
1,5,4,10,2,101004010
1,5,4,14,2,101004014
1,5,4,16,2,101004016
1,5,4,20,2,101004020
1,5,4,22,2,101004022
1,5,4,24,2,101004024
1,5,4,31,2,101004031
1,5,4,32,2,101004032
1,6,1,3,2,101001003
1,6,1,4,2,101001004
1,6,1,12,2,101001012
1,6,1,15,2,101001015
1,6,1,23,2,101001023
1,6,1,24,2,101001024
1,6,1,29,2,101001029
1,6,1,34,2,101001034
1,6,1,35,2,101001035
1,6,2,23,2,101002023
1,6,2,28,2,101002028
1,6,2,52,2,101002052
1,8,13,6,2,101013006
1,8,13,8,1,101013008
1,8,13,15,1,101013015
1,8,13,19,1,101013019
1,8,13,20,1,101013020
1,8,13,28,1,101013028
1,8,13,30,1,101013030
1,8,13,32,1,101013032
1,8,13,36,1,101013036
1,8,13,48,1,101013048
1,8,13,66,1,101013066
1,8,13,67,1,101013067
1,8,13,87,1,101013087
1,8,13,95,1,101013095
1,8,13,103,2,101013103
1,8,14,11,1,101014011
1,8,14,15,1,101014015
1,8,14,22,1,101014022
1,8,14,33,2,101014033
1,8,14,36,1,101014036
1,8,14,41,2,101014041
1,8,14,46,1,101014046
1,8,14,57,1,101014057
1,8,14,65,2,101014065
1,8,14,69,1,101014069
1,8,14,82,2,101014082
1,8,14,113,2,101014113
1,8,14,118,2,101014118
1,8,14,129,2,101014129
1,8,15,6,1,101015006
1,8,15,9,2,101015009
1,8,15,34,1,101015034
1,8,15,49,2,101015049
1,8,15,55,2,101015055
1,8,15,64,1,101015064
1,8,15,65,2,101015065
1,8,15,90,1,101015090
1,8,15,119,2,101015119
1,8,15,120,2,101015120
1,8,15,149,2,101015149
1,8,15,151,2,101015151
1,8,15,188,2,101015188
1,8,15,191,1,101015191
1,8,16,1,1,101016001
1,8,16,23,2,101016023
1,8,16,41,2,101016041
1,8,16,53,2,101016053
1,8,16,107,2,101016107
1,8,16,111,2,101016111
1,8,16,137,1,101016137
1,8,16,144,2,101016144
1,8,16,149,1,101016149
1,8,16,152,2,101016152
1,8,16,154,1,101016154
1,8,16,163,2,101016163
1,8,16,217,1,101016217
1,10,17,2,2,101017002
1,10,17,4,1,101017004
1,10,17,11,2,101017011
1,10,17,19,2,101017019
1,10,17,20,2,101017020
1,10,17,21,2,101017021
1,10,17,22,2,101017022
1,10,17,27,2,101017027
1,10,17,29,2,101017029
1,10,17,36,2,101017036
1,10,17,51,2,101017051
1,10,17,56,2,101017056
1,10,17,57,2,101017057
1,10,18,2,2,101018002
1,10,18,14,2,101018014
1,10,18,34,2,101018034
1,10,19,3,2,101019003
1,10,19,4,1,101019004
1,10,19,5,2,101019005
1,10,19,6,2,101019006
1,10,19,8,2,101019008
1,10,19,9,2,101019009
1,10,19,11,2,101019011
1,10,19,12,2,101019012
1,10,19,13,2,101019013
1,10,19,14,2,101019014
1,10,19,16,2,101019016
1,10,19,17,2,101019017
1,10,19,20,2,101019020
1,10,20,4,1,101020004
1,10,20,6,2,101020006
1,10,20,16,1,101020016
1,10,20,18,1,101020018
1,10,20,27,2,101020027
1,10,20,35,1,101020035
1,10,20,37,2,101020037
1,10,20,43,1,101020043
1,10,21,1,1,101021001
1,10,21,7,2,101021007
1,10,21,11,2,101021011
1,10,21,30,2,101021030
1,10,21,45,2,101021045
1,10,21,54,1,101021054
1,10,21,58,2,101021058
1,10,21,62,1,101021062
1,10,21,67,2,101021067
1,10,21,68,2,101021068
1,10,21,69,2,101021069
1,10,27,4,2,101027004
1,10,27,9,2,101027009
1,10,27,10,2,101027010
1,10,27,11,2,101027011
1,10,27,13,2,101027013
1,10,27,20,2,101027020
1,10,27,23,2,101027023
1,10,27,31,2,101027031
1,10,27,32,2,101027032
1,10,27,40,2,101027040
1,10,27,41,2,101027041
1,10,27,46,2,101027046
1,10,27,60,2,101027060
1,11,31,5,2,101031005
1,11,31,30,2,101031030
1,11,31,69,2,101031069
1,11,31,75,2,101031075
1,11,31,84,2,101031084
1,12,29,4,1,101029004
1,12,29,6,1,101029006
1,12,29,8,2,101029008
1,12,29,11,2,101029011
1,12,29,17,1,101029017
1,12,29,23,2,101029023
1,12,29,33,1,101029033
1,12,29,34,2,101029034
1,12,29,36,2,101029036
1,12,29,37,2,101029037
1,12,29,39,1,101029039
1,12,30,4,2,101030004
1,12,30,5,2,101030005
1,12,30,6,2,101030006
1,12,30,10,1,101030010
1,12,30,16,1,101030016
1,12,30,21,2,101030021
1,12,30,22,2,101030022
1,12,30,30,2,101030030
1,12,30,31,1,101030031
1,12,30,38,1,101030038
1,12,30,43,2,101030043
1,12,30,54,2,101030054
1,12,30,56,2,101030056
1,12,30,63,1,101030063
1,13,12,55,2,101012055
1,16,23,11,1,101023011
1,16,23,13,1,101023013
1,16,23,14,1,101023014
1,16,23,17,1,101023017
1,16,23,18,1,101023018
1,16,23,24,1,101023024
1,16,23,28,1,101023028
1,16,23,30,1,101023030
1,16,23,31,1,101023031
1,16,23,32,1,101023032
1,16,23,35,1,101023035
1,16,23,36,1,101023036
1,16,23,37,1,101023037
1,16,23,40,1,101023040
1,17,22,1,2,101022001
1,17,22,5,2,101022005
1,17,22,9,1,101022009
1,17,22,11,2,101022011
1,17,22,12,2,101022012
1,17,22,18,2,101022018
1,17,22,24,1,101022024
1,17,22,25,2,101022025
1,17,22,30,2,101022030
1,17,22,33,1,101022033
1,17,22,35,2,101022035
1,17,22,36,1,101022036
1,17,22,37,2,101022037
1,17,22,42,2,101022042
1,17,22,45,1,101022045
1,17,24,16,1,101024016
1,17,24,17,1,101024017
1,17,24,20,2,101024020
1,17,24,21,2,101024021
1,17,24,23,1,101024023
1,17,24,28,1,101024028
1,17,24,32,2,101024032
1,17,24,36,2,101024036
1,17,24,38,2,101024038
1,17,24,39,2,101024039
1,17,24,42,2,101024042
1,17,24,43,1,101024043
1,17,24,45,1,101024045
1,17,24,50,1,101024050
1,17,24,51,2,101024051
2,2,34,34,2,102034034
2,2,37,1,2,102037001
2,2,37,2,2,102037002
2,2,37,5,1,102037005
2,2,37,10,2,102037010
2,2,37,13,2,102037013
2,2,37,21,2,102037021
2,2,37,27,2,102037027
2,2,37,28,2,102037028
2,2,37,30,2,102037030
2,2,37,31,2,102037031
2,2,37,35,2,102037035
2,2,37,37,2,102037037
2,2,37,38,2,102037038
2,5,51,3,2,102051003
2,5,51,9,2,102051009
2,5,51,14,2,102051014
2,5,51,64,2,102051064
2,5,51,71,2,102051071
2,8,52,6,2,102052006
2,8,52,18,2,102052018
2,8,52,28,2,102052028
2,8,52,38,2,102052038
2,8,52,41,2,102052041
2,8,52,43,2,102052043
2,9,54,11,2,102054011
2,9,54,27,2,102054027
2,9,54,32,2,102054032
2,9,54,39,2,102054039
2,9,54,50,2,102054050
2,9,54,58,2,102054058
2,9,54,61,2,102054061
2,9,54,67,2,102054067
2,9,55,7,2,102055007
2,9,55,17,2,102055017
2,9,55,34,2,102055034
2,9,55,63,2,102055063
2,9,55,94,2,102055094
2,9,55,121,2,102055121
2,9,55,124,2,102055124
2,9,55,127,2,102055127
2,9,55,135,2,102055135
2,19,49,5,2,102049005
2,19,49,14,2,102049014
2,19,49,19,2,102049019
2,19,49,30,1,102049030
2,19,49,39,2,102049039
2,19,49,66,2,102049066
2,19,49,75,2,102049075
2,19,49,110,1,102049110
2,19,49,129,2,102049129
2,20,48,22,2,102048022
2,20,48,28,2,102048028
2,20,48,34,2,102048034
2,20,48,37,2,102048037
2,20,48,39,2,102048039
2,20,48,51,2,102048051
2,20,48,52,2,102048052
2,20,48,54,2,102048054
2,20,48,55,2,102048055
2,20,48,58,2,102048058
2,20,48,68,2,102048068
2,20,48,78,1,102048078
2,20,48,98,2,102048098
2,22,53,2,2,102053002
2,22,53,10,2,102053010
2,22,53,27,2,102053027
2,22,53,29,1,102053029
2,22,53,40,1,102053040
2,22,53,47,1,102053047
2,22,53,58,1,102053058
2,22,53,59,2,102053059
2,22,53,74,2,102053074
2,22,53,76,1,102053076
2,22,53,79,2,102053079
2,22,53,85,2,102053085
2,22,53,87,1,102053087
2,22,53,88,1,102053088
2,22,53,89,1,102053089
2,23,56,14,2,102056014
2,23,56,16,2,102056016
2,23,56,27,2,102056027
2,23,56,35,2,102056035
2,23,56,41,2,102056041
2,23,56,43,2,102056043
2,23,56,49,2,102056049
2,23,56,50,2,102056050
2,23,56,51,2,102056051
2,23,56,58,2,102056058
2,23,56,69,2,102056069
2,23,56,72,2,102056072
2,23,57,12,2,102057012
2,23,57,14,2,102057014
2,23,57,39,1,102057039
2,23,57,43,1,102057043
2,23,57,51,2,102057051
2,23,57,72,1,102057072
2,23,57,73,2,102057073
2,23,57,84,2,102057084
2,23,57,90,2,102057090
2,23,57,93,2,102057093
2,23,57,99,2,102057099
2,23,57,134,2,102057134
2,23,57,163,2,102057163
2,23,58,37,2,102058037
2,23,58,47,2,102058047
2,23,58,50,2,102058050
2,23,58,115,2,102058115
2,23,58,116,1,102058116
2,23,58,123,2,102058123
2,23,58,131,2,102058131
2,25,47,5,2,102047005
2,25,47,8,2,102047008
2,25,47,9,2,102047009
2,25,47,11,2,102047011
2,25,47,16,2,102047016
2,25,47,24,2,102047024
2,25,47,42,1,102047042
2,25,47,43,2,102047043
2,25,47,47,2,102047047
2,25,47,60,2,102047060
2,25,47,64,2,102047064
2,25,47,66,2,102047066
2,25,47,74,2,102047074
2,25,47,76,2,102047076
2,25,47,92,2,102047092
2,27,46,115,2,102046115
2,27,46,119,2,102046119
2,29,41,2,2,102041002
2,29,41,6,2,102041006
2,29,41,29,2,102041029
2,29,41,32,2,102041032
2,29,41,54,2,102041054
2,29,41,60,2,102041060
2,29,41,61,2,102041061
2,29,41,63,2,102041063
2,29,41,71,2,102041071
2,29,41,80,2,102041080
2,29,43,17,2,102043017
2,29,43,28,2,102043028
2,29,43,79,2,102043079
2,29,43,113,2,102043113
2,29,44,13,2,102044013
2,29,44,19,2,102044019
2,29,44,20,2,102044020
2,29,44,53,2,102044053
2,29,44,61,2,102044061
2,29,44,74,2,102044074
2,29,44,92,1,102044092
2,29,44,105,2,102044105
2,29,44,109,2,102044109
2,29,44,113,2,102044113
2,29,44,128,2,102044128
2,29,60,1,2,102060001
2,29,60,10,2,102060010
2,29,60,11,2,102060011
2,29,60,14,2,102060014
2,29,60,18,2,102060018
2,29,60,20,2,102060020
2,29,60,40,1,102060040
2,29,60,53,2,102060053
2,29,60,78,2,102060078
2,29,60,80,1,102060080
2,29,60,82,2,102060082
2,29,60,90,2,102060090
2,29,60,91,1,102060091
2,31,38,8,2,102038008
2,31,38,10,2,102038010
2,31,38,14,2,102038014
2,31,38,18,2,102038018
2,31,38,19,2,102038019
2,31,38,24,2,102038024
2,31,38,29,2,102038029
2,31,38,30,2,102038030
2,31,38,31,2,102038031
2,31,38,33,2,102038033
2,31,38,38,2,102038038
2,31,38,42,2,102038042
2,31,38,59,1,102038059
2,31,38,64,2,102038064
2,31,38,65,1,102038065
2,31,39,5,2,102039005
2,31,39,22,1,102039022
2,31,39,23,2,102039023
2,31,39,41,2,102039041
2,31,39,43,2,102039043
2,31,39,49,2,102039049
2,31,39,50,2,102039050
2,31,39,53,2,102039053
2,31,39,54,2,102039054
2,31,39,57,2,102039057
2,31,39,61,1,102039061
2,31,39,62,2,102039062
2,31,39,63,2,102039063
2,31,39,66,1,102039066
2,31,40,1,2,102040001
2,31,40,8,2,102040008
2,31,40,14,2,102040014
2,31,40,20,2,102040020
2,31,40,24,2,102040024
2,31,40,36,2,102040036
2,31,40,39,2,102040039
2,31,40,44,2,102040044
2,31,40,47,2,102040047
3,38,100,2,1,103100002
3,39,99,4,2,103099004
3,39,99,5,2,103099005
3,39,99,10,2,103099010
3,39,99,12,2,103099012
3,39,99,14,2,103099014
3,39,99,16,2,103099016
3,39,99,23,2,103099023
3,41,87,5,2,103087005
3,41,87,13,2,103087013
3,41,87,22,2,103087022
3,41,87,24,2,103087024
3,41,87,32,2,103087032
3,41,87,34,1,103087034
3,41,87,36,2,103087036
3,41,88,1,1,103088001
3,41,88,2,2,103088002
3,41,88,3,2,103088003
3,41,88,4,2,103088004
3,41,88,5,2,103088005
3,41,88,8,2,103088008
3,41,88,10,2,103088010
3,41,88,11,2,103088011
3,41,88,17,1,103088017
3,41,88,19,2,103088019
3,41,88,20,2,103088020
3,41,88,21,2,103088021
3,41,88,25,1,103088025
3,43,94,53,2,103094053
3,43,96,23,1,103096023
3,43,96,50,2,103096050
3,43,96,58,2,103096058
3,43,96,81,2,103096081
3,43,96,85,2,103096085
3,43,96,86,2,103096086
3,43,96,95,2,103096095
3,43,97,17,2,103097017
3,43,98,74,2,103098074
4,3,102,2,2,104102002
4,3,102,10,2,104102010
4,3,102,13,2,104102013
4,3,102,19,2,104102019
4,3,102,25,2,104102025
4,3,103,8,2,104103008
4,6,114,2,2,104114002
4,6,114,4,2,104114004
4,6,114,6,2,104114006
4,6,114,14,2,104114014
4,6,114,15,1,104114015
4,6,114,16,2,104114016
4,6,114,19,1,104114019
4,6,115,9,2,104115009
4,6,115,10,2,104115010
4,6,115,11,2,104115011
4,6,115,12,2,104115012
4,6,115,16,2,104115016
4,6,115,17,2,104115017
4,6,115,18,2,104115018
4,6,115,20,2,104115020
4,6,115,23,2,104115023
4,6,115,27,2,104115027
4,6,115,31,2,104115031
4,6,115,38,2,104115038
4,6,116,1,2,104116001
4,7,117,10,2,104117010
4,7,117,13,1,104117013
4,7,117,16,1,104117016
4,7,117,19,2,104117019
4,7,119,5,2,104119005
4,7,119,27,2,104119027
4,7,119,31,2,104119031
4,7,119,39,2,104119039
4,46,107,15,2,104107015
4,46,107,21,2,104107021
4,46,107,27,2,104107027
4,46,107,31,2,104107031
4,46,107,32,2,104107032
4,46,107,38,2,104107038
4,46,107,40,2,104107040
4,46,107,45,2,104107045
4,46,107,48,2,104107048
4,46,107,58,2,104107058
4,46,108,3,2,104108003
4,46,108,5,2,104108005
4,46,108,9,2,104108009
4,46,108,10,2,104108010
4,46,108,15,1,104108015
4,46,108,17,2,104108017
4,46,108,18,2,104108018
4,46,108,25,2,104108025
4,46,108,27,1,104108027
4,46,108,32,2,104108032
4,46,108,36,2,104108036
4,46,109,2,2,104109002
4,46,109,5,2,104109005
4,46,109,6,2,104109006
4,46,109,7,2,104109007
4,46,109,22,2,104109022
4,46,109,25,1,104109025
4,46,109,29,2,104109029
4,46,109,45,2,104109045
4,46,109,48,2,104109048
4,46,109,51,2,104109051
4,46,109,54,2,104109054
4,49,120,1,1,104120001
4,49,120,10,2,104120010
4,49,120,13,2,104120013
4,49,120,16,2,104120016
4,49,120,24,2,104120024
4,49,120,25,2,104120025
4,49,120,39,2,104120039
4,49,120,41,2,104120041
4,49,120,60,2,104120060
4,49,121,3,2,104121003
4,49,121,15,2,104121015
4,49,121,16,1,104121016
4,49,121,23,2,104121023
4,49,121,24,2,104121024
4,49,121,35,2,104121035
4,49,121,49,2,104121049
4,49,121,84,2,104121084
4,49,121,91,2,104121091
4,49,121,102,2,104121102
4,49,121,103,2,104121103
4,49,121,112,2,104121112
4,49,121,130,1,104121130
4,49,123,5,1,104123005
4,49,123,9,2,104123009
4,49,123,12,2,104123012
4,49,123,17,2,104123017
4,49,123,28,2,104123028
4,49,123,29,2,104123029
4,49,123,31,2,104123031
4,49,123,32,2,104123032
4,49,123,36,2,104123036
4,49,123,40,2,104123040
4,49,124,5,2,104124005
4,49,124,10,2,104124010
4,49,124,23,2,104124023
4,49,124,25,2,104124025
4,49,124,26,1,104124026
4,49,124,28,2,104124028
4,49,124,29,2,104124029
4,49,124,33,2,104124033
4,49,124,37,2,104124037
4,49,124,48,1,104124048
4,49,124,52,2,104124052
4,49,124,57,2,104124057
4,50,126,2,2,104126002
4,50,126,3,2,104126003
4,50,126,7,2,104126007
4,50,126,14,2,104126014
4,50,126,17,2,104126017
4,50,126,19,1,104126019
4,50,126,20,2,104126020
4,50,126,21,2,104126021
4,50,126,22,2,104126022
4,50,126,23,2,104126023
4,50,126,41,2,104126041
4,50,342,1,1,104342001
4,50,342,2,2,104342002
4,50,342,3,2,104342003
4,50,342,4,2,104342004
4,50,342,6,2,104342006
4,50,342,7,2,104342007
4,50,342,8,2,104342008
4,50,342,12,2,104342012
4,50,342,13,2,104342013
4,50,342,14,2,104342014
4,50,342,17,1,104342017
4,50,342,19,1,104342019
4,50,342,21,2,104342021
4,50,342,22,2,104342022
4,50,342,26,1,104342026
4,51,127,3,1,104127003
4,51,127,6,2,104127006
4,51,127,7,2,104127007
4,51,127,8,1,104127008
4,51,127,9,1,104127009
4,51,127,11,2,104127011
4,51,127,12,1,104127012
4,51,127,14,1,104127014
4,51,127,15,1,104127015
4,51,127,23,2,104127023
4,51,127,25,2,104127025
4,51,127,28,2,104127028
4,51,127,37,2,104127037
4,51,127,41,2,104127041
4,51,127,42,2,104127042
4,51,133,3,1,104133003
4,51,133,5,2,104133005
4,51,133,6,1,104133006
4,51,133,9,2,104133009
4,51,133,18,2,104133018
4,51,133,19,2,104133019
4,51,133,21,1,104133021
4,51,133,25,1,104133025
4,51,133,28,2,104133028
4,51,133,29,2,104133029
4,51,133,33,2,104133033
4,51,133,38,1,104133038
4,51,133,43,2,104133043
4,51,133,45,2,104133045
4,53,105,22,2,104105022
4,53,105,23,2,104105023
4,53,105,24,2,104105024
4,53,105,27,2,104105027
4,53,105,32,2,104105032
4,53,105,33,2,104105033
4,53,105,35,2,104105035
4,53,105,36,2,104105036
4,53,105,43,1,104105043
4,54,104,13,2,104104013
4,54,104,14,2,104104014
4,54,104,20,2,104104020
4,54,104,41,2,104104041
4,54,104,44,2,104104044
4,54,104,46,2,104104046
4,55,122,3,2,104122003
4,55,122,4,2,104122004
4,55,122,6,2,104122006
4,55,122,8,2,104122008
4,55,122,9,2,104122009
4,55,122,10,2,104122010
4,55,122,15,2,104122015
4,55,122,16,2,104122016
4,55,122,18,2,104122018
4,58,129,1,2,104129001
4,58,129,12,2,104129012
4,58,129,20,2,104129020
4,58,129,25,2,104129025
4,58,129,26,2,104129026
4,58,129,31,1,104129031
4,58,129,33,2,104129033
4,58,130,3,2,104130003
4,58,130,9,2,104130009
4,58,130,16,2,104130016
4,58,130,18,2,104130018
4,58,130,21,2,104130021
4,58,130,27,1,104130027
4,58,130,28,1,104130028
4,58,131,7,1,104131007
4,58,131,9,2,104131009
4,58,131,15,2,104131015
4,58,131,18,1,104131018
4,58,131,21,2,104131021
4,58,131,24,2,104131024
4,58,131,28,2,104131028
4,58,131,53,2,104131053
4,58,131,56,2,104131056
4,58,131,59,2,104131059
4,58,132,4,2,104132004
4,58,132,6,2,104132006
4,58,132,9,2,104132009
4,58,132,13,2,104132013
4,58,132,18,2,104132018
4,58,132,19,2,104132019
4,58,132,23,2,104132023
4,58,132,26,2,104132026
4,58,132,27,2,104132027
4,58,132,29,2,104132029
4,58,132,36,2,104132036
4,58,132,37,2,104132037
4,58,132,39,2,104132039
4,58,132,50,2,104132050
4,59,128,15,2,104128015
4,59,128,21,2,104128021
4,59,128,28,2,104128028
4,59,128,42,2,104128042
4,59,128,62,2,104128062
4,59,128,98,2,104128098
4,60,110,2,2,104110002
4,60,110,3,2,104110003
4,60,110,9,2,104110009
4,60,110,12,2,104110012
4,60,110,14,2,104110014
4,60,110,15,2,104110015
4,60,110,21,2,104110021
4,60,110,34,2,104110034
4,60,110,37,2,104110037
4,60,111,5,2,104111005
4,60,111,7,2,104111007
4,60,111,8,2,104111008
4,60,111,10,2,104111010
4,60,111,33,2,104111033
4,60,111,34,2,104111034
4,60,111,36,2,104111036
4,60,111,53,2,104111053
4,60,111,70,2,104111070
4,60,112,1,2,104112001
4,60,112,34,2,104112034
4,60,112,35,2,104112035
4,60,112,44,2,104112044
4,60,112,46,2,104112046
4,60,112,52,2,104112052
4,60,112,56,2,104112056
4,60,113,6,2,104113006
4,60,113,11,2,104113011
4,60,113,12,2,104113012
4,60,113,25,2,104113025
4,60,113,27,2,104113027
4,60,113,28,2,104113028
4,60,113,38,2,104113038
4,60,113,44,2,104113044
4,60,113,48,2,104113048
4,60,113,54,2,104113054
4,60,113,89,2,104113089
4,62,118,2,2,104118002
4,62,118,8,2,104118008
4,62,118,11,2,104118011
4,62,118,17,2,104118017
4,62,118,27,2,104118027
4,62,118,29,2,104118029
4,62,118,31,2,104118031
4,62,118,33,2,104118033
5,5,147,5,2,105147005
5,5,147,13,2,105147013
5,5,147,25,2,105147025
5,5,147,37,2,105147037
5,5,147,77,2,105147077
5,7,155,2,1,105155002
5,7,155,11,2,105155011
5,7,155,12,1,105155012
5,7,155,14,2,105155014
5,7,155,18,1,105155018
5,7,155,20,2,105155020
5,7,155,21,1,105155021
5,7,155,24,2,105155024
5,7,155,27,2,105155027
5,7,155,29,2,105155029
5,7,155,36,1,105155036
5,7,156,3,1,105156003
5,7,156,8,1,105156008
5,7,156,10,2,105156010
5,7,156,11,1,105156011
5,7,156,13,1,105156013
5,7,156,16,1,105156016
5,7,156,21,1,105156021
5,7,156,34,2,105156034
5,7,156,35,2,105156035
5,7,156,41,1,105156041
5,7,156,48,1,105156048
5,7,156,49,1,105156049
5,7,156,66,1,105156066
5,7,156,68,2,105156068
5,7,156,70,1,105156070
5,8,158,48,,105158048
5,9,161,3,2,105161003
5,9,161,6,1,105161006
5,9,161,11,1,105161011
5,9,161,13,1,105161013
5,9,161,15,1,105161015
5,9,161,16,2,105161016
5,9,161,17,2,105161017
5,9,161,18,2,105161018
5,9,161,29,2,105161029
5,9,161,30,2,105161030
5,9,161,33,1,105161033
5,9,161,35,1,105161035
5,9,161,36,2,105161036
5,9,161,38,2,105161038
5,9,162,1,1,105162001
5,9,162,5,1,105162005
5,9,162,8,1,105162008
5,9,162,9,1,105162009
5,9,162,15,1,105162015
5,9,162,17,2,105162017
5,9,162,19,2,105162019
5,9,162,20,2,105162020
5,9,162,24,1,105162024
5,9,162,27,2,105162027
5,9,162,28,1,105162028
5,9,162,29,1,105162029
5,9,162,31,1,105162031
5,9,162,35,2,105162035
5,9,163,53,2,105163053
5,9,163,65,2,105163065
5,9,163,79,2,105163079
5,10,164,6,2,105164006
5,10,164,8,2,105164008
5,10,164,20,2,105164020
5,10,164,26,2,105164026
5,10,164,29,1,105164029
5,10,164,30,2,105164030
5,10,164,31,1,105164031
5,10,164,33,1,105164033
5,10,164,38,1,105164038
5,10,165,5,2,105165005
5,10,165,10,2,105165010
5,10,165,19,1,105165019
5,10,165,20,2,105165020
5,10,165,27,2,105165027
5,10,165,31,2,105165031
5,10,165,42,1,105165042
5,10,165,53,1,105165053
5,10,165,58,2,105165058
5,11,166,1,1,105166001
5,11,166,8,1,105166008
5,11,166,12,1,105166012
5,11,166,19,1,105166019
5,11,166,27,1,105166027
5,11,166,31,1,105166031
5,11,166,39,1,105166039
5,11,166,47,1,105166047
5,11,166,52,2,105166052
5,11,166,56,2,105166056
5,11,166,60,1,105166060
5,11,166,62,2,105166062
5,12,168,52,2,105168052
5,12,168,82,1,105168082
5,12,169,3,1,105169003
5,12,169,4,1,105169004
5,12,169,7,1,105169007
5,12,169,8,1,105169008
5,12,169,14,2,105169014
5,12,169,15,2,105169015
5,12,169,16,2,105169016
5,12,169,17,2,105169017
5,12,169,23,1,105169023
5,12,169,24,1,105169024
5,12,169,27,1,105169027
5,12,169,32,1,105169032
5,12,169,35,1,105169035
5,12,169,36,1,105169036
5,12,169,38,1,105169038
5,12,170,1,2,105170001
5,12,170,7,2,105170007
5,12,170,8,1,105170008
5,12,170,10,2,105170010
5,12,170,11,1,105170011
5,12,170,12,1,105170012
5,12,170,19,1,105170019
5,12,170,21,1,105170021
5,12,170,22,1,105170022
5,12,170,25,2,105170025
5,12,170,27,2,105170027
5,12,170,30,2,105170030
5,12,170,35,2,105170035
5,12,170,36,2,105170036
5,12,170,37,1,105170037
5,13,171,3,1,105171003
5,13,171,4,1,105171004
5,13,171,5,1,105171005
5,13,171,10,2,105171010
5,13,171,18,2,105171018
5,13,171,22,2,105171022
5,13,171,23,2,105171023
5,13,171,25,1,105171025
5,13,171,29,2,105171029
5,14,173,1,2,105173001
5,14,173,3,2,105173003
5,14,173,4,2,105173004
5,14,173,5,2,105173005
5,14,173,6,2,105173006
5,14,173,9,2,105173009
5,14,173,13,2,105173013
5,14,173,19,1,105173019
5,14,173,23,2,105173023
5,14,173,25,1,105173025
5,14,173,28,1,105173028
5,14,173,29,2,105173029
5,14,173,31,2,105173031
5,14,173,32,1,105173032
5,14,174,3,1,105174003
5,14,174,7,2,105174007
5,14,174,8,2,105174008
5,14,174,11,2,105174011
5,14,174,29,2,105174029
5,14,174,31,2,105174031
5,14,174,32,2,105174032
5,14,174,40,2,105174040
5,14,174,52,1,105174052
5,14,174,53,2,105174053
5,14,174,54,1,105174054
5,14,174,55,2,105174055
